+-----------------------------+--------+----------------------------------------+
|        Professor Name       | Rating |                Subject                 |
|          Paul Wine          |  2.5   |               Chemistry                |
|      Dragomir Davidovic     |  3.4   |                Physics                 |
|      Lawrence Bottomley     |  2.5   |               Chemistry                |
|        Dimitri Mavris       |  2.2   |           Aerospace Studies            |
|          Joy Laskar         |  3.0   |         Electrical Engineering         |
|        Svetlana Krat        |  1.0   |              Mathematics               |
|         David Howard        |  3.2   |              Mathematics               |
|        Dmitriy Bilyk        |  0.0   |              Mathematics               |
|         Xingxing Yu         |  4.0   |              Mathematics               |
|         Galina Grom         |  4.5   |                Physics                 |
|       Ruchi Choudhary       |  0.0   |              Architecture              |
|            YE Li            |  3.5   |         Electrical Engineering         |
|          Ken Brown          |  3.8   |               Chemistry                |
|          Avram Sidi         |  1.5   |              Mathematics               |
|      Elizabeth Dowling      |  3.3   |              Architecture              |
|        Julia Kubanek        |  4.5   |                Biology                 |
|        Peter Carnell        |  3.7   |         Mechanical Engineering         |
|         AJ Zucchero         |  4.3   |               Chemistry                |
|         Jason Embry         |  4.5   |                English                 |
|       Christine Payne       |  2.6   |               Chemistry                |
|       Steven Girardot       |  4.8   |               Chemistry                |
|        Steve Hackman        |  3.2   |         Industrial Engineering         |
|        Robert Kennedy       |  4.4   |         International Politics         |
|         Joseph Perry        |  2.7   |               Chemistry                |
|        Jens Karlsson        |  0.0   |         Mechanical Engineering         |
|         John Peatman        |  3.9   |         Electrical Engineering         |
|        Charles Isbell       |  2.7   |            Computer Science            |
|       Thomas Habetler       |  4.2   |         Electrical Engineering         |
|           Ana Cruz          |  3.9   |            Modern Languages            |
|         Ken Cunefare        |  3.1   |         Mechanical Engineering         |
|        Lisa Schneider       |  5.0   |                English                 |
|         Mary Behrman        |  5.0   |                English                 |
|       LuzVela Arevalo       |  1.9   |              Mathematics               |
|       Christine Valle       |  4.8   |              Engineering               |
|          Louis Lyon         |  4.8   |               Chemistry                |
|        Edward Conrad        |  2.4   |                Physics                 |
|           Ben Zinn          |  4.2   |         Aerospace Engineering          |
|        Alison Faupel        |  0.0   |               Sociology                |
|       Georgia Persons       |  1.7   |           Political Science            |
|         Ian Ferguson        |  0.0   |         Electrical Engineering         |
|         Nihad Farooq        |  3.9   |                English                 |
|         Rick Porter         |  0.0   |              Architecture              |
|         Charlie Cox         |  4.7   |               Chemistry                |
|       Charles Mulford       |  5.0   |               Accounting               |
|      Philippe Rigollet      |  0.0   |              Mathematics               |
|       Ibrahiim Bayaan       |  4.6   |               Economics                |
|       Jason Borenstein      |  4.8   |             Public Policy              |
|         John Garver         |  3.3   |           Political Science            |
|          Hanchao Lu         |  3.6   |                History                 |
|           Ken Gall          |  5.0   |         Materials Engineering          |
|      Marcus Kindermann      |  3.2   |                Physics                 |
|        Russell Todres       |  0.0   |              Mathematics               |
|       Patrick Reynolds      |  0.0   |                English                 |
|        Jared Johnson        |  4.2   |                English                 |
|        Jurgen Grandt        |  4.2   |                English                 |
|        GeeKung Chang        |  2.3   |         Electrical Engineering         |
|     Angela Dalle Vacche     |  3.1   |               Literature               |
|        Wilfred Gangbo       |  3.2   |              Mathematics               |
|       Mikhail Klimenko      |  3.8   |               Economics                |
|       Danielle Lawson       |  3.1   |     English &amp; Liberal Studies      |
|           Hyun Lee          |  2.0   |              Architecture              |
|         Mike Kilgore        |  2.7   |               Management               |
|       Manos Tentzeris       |  4.5   |         Electrical Engineering         |
|         Beril Toktay        |  1.5   |               Management               |
|          Seung Jang         |  3.8   |         Materials Engineering          |
|      Leonid Germanovich     |  3.1   |              Engineering               |
|        Angela Labarca       |  4.2   |            Modern Languages            |
|       W Steven Johnson      |  3.5   |         Mechanical Engineering         |
|       Angelo Bongiorno      |  3.2   |               Chemistry                |
|        Youjiang Wang        |  1.8   |              Engineering               |
|         Jorge Laval         |  2.8   |               Statistics               |
|        Nazanin Gharb        |  0.0   |              Engineering               |
|          Doug Yoder         |  3.1   |         Electrical Engineering         |
|         Jiangang Dai        |  2.5   |          Systems Engineering           |
|          Huy Huynh          |  3.9   |              Mathematics               |
|        Cameron Tyson        |  4.8   |               Chemistry                |
|          Sabir Khan         |  3.1   |              Architecture              |
|          Ayse Ozbil         |  4.3   |              Architecture              |
|         Stacy Lavin         |  2.8   |                English                 |
|      Aris Georgiokakos      |  0.0   |            Computer Science            |
|        Thomas Brewer        |  1.9   |         Electrical Engineering         |
|       Wendy Newstetter      |  3.5   |         Biomedical Engineering         |
|       Ravi Bellamkonda      |  5.0   |         Biomedical Engineering         |
|         Narin Hassan        |  5.0   |               Literature               |
|          Jay Summet         |  4.1   |            Computer Science            |
|          Robert Lee         |  2.4   |         Biomedical Engineering         |
|       Jeremy Wilhoyte       |  3.0   |               Chemistry                |
|   Alberto FernandezNieves   |  3.6   |                Physics                 |
|       Sandra Slaughter      |  0.0   |               Management               |
|        Karissa McCoy        |  5.0   |               Literature               |
|       Jennifer Parrott      |  4.3   |                English                 |
|     Manuel Perez Tejada     |  3.5   |                English                 |
|      Kristin Marsicano      |  3.8   |            Computer Science            |
|         Matt Paproth        |  4.3   |                English                 |
|        Esther Skelley       |  3.9   |               Education                |
|        Nagi Gebraeel        |  2.9   |         Industrial Engineering         |
|     Madhavan Swaminathan    |  4.5   |         Electrical Engineering         |
|          Sy Goodman         |  2.4   |         International Studies          |
|       David Stollberg       |  3.8   |         Materials Engineering          |
|         Ryan Russell        |  2.7   |         Aerospace Engineering          |
|        Anthony Hoefer       |  4.6   |                English                 |
|        Emma Crandall        |  3.9   |                English                 |
|     Kelly ManningMassey     |  4.4   |             Health Science             |
|         Donald Allen        |  4.0   |                 Music                  |
|       Kurt Wiesenfeld       |  3.8   |                Physics                 |
|        Melissa Meeks        |  3.1   |                English                 |
|      Cindy ZapataPhelan     |  3.2   |               Management               |
|          Soojin YI          |  3.5   |                Biology                 |
|         Todd Sulchek        |  3.7   |         Mechanical Engineering         |
|        Mulalo Doyoyo        |  3.9   |           Civil Engineering            |
|         Rafi Muhanna        |  4.0   |    Civil &amp; Environ Engineering     |
|         Yonca Toker         |  3.5   |               Psychology               |
|         Dawn Trimble        |  2.3   |              Architecture              |
|        David Sanborn        |  3.0   |         Mechanical Engineering         |
|        Richard Salant       |  1.8   |         Mechanical Engineering         |
|         Kurt Frankel        |  4.5   |             Earth Science              |
|          Sue Rosser         |  0.0   |                History                 |
|         Derek Tittle        |  4.2   |               Economics                |
|          Saby Mitra         |  0.0   |               Technology               |
|        Stephen Young        |  0.0   |              Mathematics               |
|        Brian McMahon        |  5.0   |               Psychology               |
|        Charles Eckert       |  3.5   |          Chemical Engineering          |
|        Andrew Altizer       |  4.8   |               Technology               |
|        Mark Clements        |  3.8   |         Electrical Engineering         |
|      Andrew Famiglietti     |  3.8   |                English                 |
|         James Morris        |  1.8   |               Chemistry                |
|        Thomas Gaylord       |  3.3   |         Electrical Engineering         |
|   Elizabeth F Freudenthal   |  3.5   |                English                 |
|        Bruce Stiftel        |  0.0   |             Urban Planning             |
|        Jo Anne Harris       |  1.5   |                English                 |
|        Muhammad Umer        |  0.0   |         Electrical Engineering         |
|        Margaret Kosal       |  3.9   |          Internation Service           |
|        Robin Wharton        |  3.8   |                English                 |
|         Crystal Lake        |  4.1   |                English                 |
|        ByungCheol Kim       |  3.2   |               Economics                |
|    Michael Westdickenberg   |  1.4   |              Mathematics               |
|         Andrea Wood         |  1.9   |                English                 |
|     Maria Westdickenberg    |  2.0   |              Mathematics               |
|      Alejandro Toriello     |  2.8   |         Industrial Engineering         |
|         Robert Braun        |  5.0   |         Aerospace Engineering          |
|         Yuri Bakhtin        |  1.8   |              Mathematics               |
|      Irene J Middleton      |  2.5   |                English                 |
|        Nirmal Trivedi       |  3.9   |            American Studies            |
|        Roberta Berry        |  4.9   |             Public Policy              |
|         Frank Pilipp        |  3.9   |                 German                 |
|        Charles Liotta       |  4.7   |               Chemistry                |
|      J Michael Cummins      |  4.7   |               Management               |
|       Jonathan Giffin       |  3.0   |            Computer Science            |
|        Amy Pritchett        |  0.0   |           Cognitive Science            |
|        James Broadway       |  5.0   |               Psychology               |
|      Robert Blaskiewicz     |  3.8   |                English                 |
|         Tiffany Tsao        |  4.6   |                English                 |
|        Melanie Kohnen       |  3.1   |                English                 |
|         David Brown         |  3.3   |                English                 |
|     David Shallenberger     |  5.0   |        Organizational Behavior         |
|        Roger Whiston        |  3.3   |                English                 |
|         Ian Akiyldiz        |  0.0   |         Electrical Engineering         |
|           Min Kim           |  2.5   |               Psychology               |
|        David McDowell       |  4.5   |         Mechanical Engineering         |
|            Nan LU           |  4.0   |              Mathematics               |
|          Brian Hunt         |  4.0   |               Economics                |
|         Andrea Clay         |  3.5   |               Psychology               |
|       Vanessa Thompson      |  5.0   |               Psychology               |
|         Jarrod Hines        |  3.6   |               Psychology               |
|          Amit Einav         |  2.3   |              Mathematics               |
|         Alan Wilhite        |  2.0   |         Aerospace Engineering          |
|        Jerry Pullman        |  3.0   |                Biology                 |
|          Brett Wick         |  5.0   |              Mathematics               |
|           Jian Luo          |  3.7   |           Civil Engineering            |
|          Alex Oettl         |  2.4   |               Management               |
|           Leo Mark          |  3.7   |            Computer Science            |
|      Deirdre Shoemaker      |  3.7   |                Physics                 |
|         Mike Stilman        |  3.5   |            Computer Science            |
|        Waymond Scott        |  0.0   |         Electrical Engineering         |
|         Lisa Vaughan        |  1.5   |               Chemistry                |
|       Antonius Dieker       |  3.0   |         Industrial Engineering         |
|        Patricio Vela        |  2.0   |         Electrical Engineering         |
|          Tony Yezzi         |  3.8   |         Electrical Engineering         |
|        Matthew Adkins       |  4.1   |               Literature               |
|         Susan Burns         |  5.0   |              Engineering               |
|         Moazzam Khan        |  5.0   |         Electrical Engineering         |
|           Anh Tran          |  1.0   |              Mathematics               |
|       Kristie MacRakis      |  4.3   |                History                 |
|       Arash Bozorgmehr      |  2.8   |         Building Construction          |
|         Usman Saeed         |  4.0   |         Electrical Engineering         |
|       Sybrina Atwaters      |  2.6   |               Sociology                |
|       Ignacio Taboada       |  2.7   |                Physics                 |
|        Tonya Shearer        |  4.0   |                Biology                 |
|          Ben Deaton         |  4.8   |           Civil Engineering            |
|          Olin Bjork         |  0.0   |                English                 |
|          Jack Suen          |  0.0   |              Mathematics               |
|         Lane Duncan         |  4.7   |              Architecture              |
|          Fred Cook          |  2.8   |              Engineering               |
|         Linda Green         |  3.7   |                Biology                 |
|         Mary Ingram         |  3.0   |         Electrical Engineering         |
|       Malavika Shetty       |  3.3   |                English                 |
|         Silas Alben         |  3.6   |              Mathematics               |
|       Jennifer Leavey       |  2.6   |                Biology                 |
|        Michael Rowley       |  0.0   |                English                 |
|         Seunghee Kim        |  3.8   |         Industrial Engineering         |
|     Ragheda Nassereddine    |  4.5   |                 Arabic                 |
|        Cianán Russell       |  4.7   |               Chemistry                |
|        Jesse Stommel        |  5.0   |                English                 |
|         Marilyn Wolf        |  2.6   |         Electrical Engineering         |
|         Cecili Reid         |  0.0   |               Chemistry                |
|         Delia Tyler         |  3.6   |                Spanish                 |
|           Giang DO          |  0.0   |              Mathematics               |
|        Vicki Galloway       |  2.8   |                Spanish                 |
|    Juan Carlos Rodriguez    |  4.5   |                Spanish                 |
|        Carine Sonntag       |  0.0   |               Economics                |
|        Leeann Hunter        |  4.0   |                English                 |
|        Bonnie Perdue        |  3.3   |               Psychology               |
|        Sergio Almada        |  4.0   |              Mathematics               |
|         Monson Hayes        |  0.0   |         Electrical Engineering         |
|      Claudia Winegarden     |  1.0   |           Industrial Design            |
|         Howie Weiss         |  2.6   |              Mathematics               |
|        Todd McDevitt        |  4.5   |         Biomedical Engineering         |
|      Candice Welhausen      |  4.0   |               Literature               |
|       Vinicius Navarro      |  5.0   |               Literature               |
|         Craig Sloane        |  4.3   |              Mathematics               |
|         Brenda Rowe         |  3.0   |             Public Policy              |
|         Elisa Riedo         |  1.5   |                Physics                 |
|         Ian Gatland         |  5.0   |                Physics                 |
|       Kathryn Crowther      |  4.0   |                English                 |
|          Glenn Rix          |  4.5   |           Civil Engineering            |
|         Thomas Lolis        |  4.8   |                English                 |
|       Lawrence Keller       |  5.0   |               Management               |
|         Meghan Duffy        |  3.8   |                Biology                 |
|       Rebekah Sheldon       |  1.8   |                English                 |
|           Jeff WU           |  4.0   |         Industrial Engineering         |
|       Peter Rorabaugh       |  2.5   |                English                 |
|       Lauren Curtright      |  4.0   |                English                 |
|          Carol Paty         |  5.0   |             Earth Science              |
|        Baratunde Cola       |  3.7   |         Mechanical Engineering         |
|        Diane Jakacki        |  4.4   |                English                 |
|        Barry Marchman       |  2.8   |               Management               |
|      Kimiaki Yamaguchi      |  4.1   |                Japanese                |
|       Renato Monteiro       |  2.2   |         Industrial Engineering         |
|     Saibal Mukhopadhyay     |  3.7   |         Electrical Engineering         |
|        May Sheldon W        |  5.0   |               Chemistry                |
|         Chris Pryby         |  1.5   |              Mathematics               |
|       Olga Shemyakina       |  2.7   |               Economics                |
|          Laura Bier         |  3.8   |                History                 |
|         Ann Pollock         |  4.8   |                English                 |
|        Vinod Cheriyan       |  3.0   |         Industrial Engineering         |
|          Hal Hollis         |  0.0   |         Electrical Engineering         |
|         Andrew Kelly        |  4.5   |               Psychology               |
|        Richard Fritz        |  3.1   |               Economics                |
|        Michelle Miles       |  4.8   |                English                 |
|         Seth Marder         |  2.5   |               Chemistry                |
|       Dustin AventHolt      |  4.3   |               Sociology                |
|         Gleb Yushin         |  3.9   |         Materials Engineering          |
|        Nathan Bennett       |  4.3   |               Management               |
|        Alisha Waller        |  2.5   |         Industrial Engineering         |
|     Stavros Garoufalidis    |  3.0   |              Mathematics               |
|        Charles Brooks       |  2.7   |               Psychology               |
|         Robert Loewy        |  3.0   |           Aerospace Studies            |
|        Kevin Brenner        |  5.0   |              Engineering               |
|          Yulin Deng         |  1.3   |          Chemical Engineering          |
|       JohnPaul Adrian       |  5.0   |                  ROTC                  |
|     Christopher Weedman     |  5.0   |                English                 |
|        Ries Christine       |  2.0   |               Economics                |
|        Wassim Haddad        |  3.1   |         Aerospace Engineering          |
|       Kathleen Hanggi       |  3.4   |               Literature               |
|        Farzad Rahnema       |  0.0   |          Nuclear Engineering           |
|       Tristan Utschig       |  4.5   |          Nuclear Engineering           |
|        Weston Stacey        |  0.0   |          Nuclear Engineering           |
|        Ck Chris Wang        |  3.1   |          Nuclear Engineering           |
|         Glenn Sjoden        |  0.0   |          Nuclear Engineering           |
|       Said AbdelKhalik      |  3.0   |          Nuclear Engineering           |
|        Gary Schuster        |  3.5   |               Chemistry                |
|         John Harkey         |  4.2   |                English                 |
|         Brian Bowen         |  0.0   |         Building Construction          |
|        Merrick Furst        |  4.7   |            Computer Science            |
|           XI Kuang          |  4.0   |               Accounting               |
|        Francoise Desy       |  3.5   |                 French                 |
|         Andras Kroo         |  3.5   |              Mathematics               |
|        Regina Martin        |  4.3   |                English                 |
|       Tracy Halverson       |  0.0   |               Psychology               |
|           Ling Liu          |  2.8   |            Computer Science            |
|       Rebecca Winarski      |  4.3   |              Mathematics               |
|         Linda Harley        |  2.7   |             Health Science             |
|        Berkley Gryder       |  4.5   |               Chemistry                |
|         Erica Ryherd        |  4.5   |              Engineering               |
|     Athanassios Sambanis    |  4.5   |          Chemical Engineering          |
|        Doron Lubinski       |  3.0   |              Mathematics               |
|        Kellie Meyers        |  3.4   |                English                 |
|         Fawad Niazi         |  4.3   |              Engineering               |
|         Hye Joo Lee         |  5.0   |               Psychology               |
|         Kathy Roper         |  3.3   |         Building Construction          |
|         Lilian Wong         |  5.0   |              Mathematics               |
|      Christine Hoffmann     |  4.7   |                English                 |
|        Shannon Barker       |  2.6   |         Biomedical Engineering         |
| Konstantinos Konstantinidis |  2.0   |       Environmental Engineering        |
|         Sunni Newton        |  3.6   |               Psychology               |
|         James Turner        |  3.7   |               Management               |
|        Naresh Mallick       |  4.5   |               Economics                |
|        Seletha Butler       |  4.5   |               Management               |
|         Dennis Nagao        |  2.9   |               Management               |
|         Sarah Schiff        |  4.5   |                English                 |
|       Hillary Schwarb       |  5.0   |               Psychology               |
|         Mustafa Aral        |  3.3   |       Environmental Engineering        |
|       Michael Cathcart      |  5.0   |                Physics                 |
|     Christophe Ippolito     |  4.3   |                 French                 |
|        Mardi Hastings       |  0.0   |         Mechanical Engineering         |
|         Azad Naeemi         |  4.5   |         Electrical Engineering         |
|       Magnus Egerstedt      |  4.7   |         Electrical Engineering         |
|     Ranjini Vaidyanathan    |  2.8   |              Mathematics               |
|         Jane Weyant         |  3.0   |              Engineering               |
|         Paul Neitzel        |  4.8   |         Mechanical Engineering         |
|        Laren Tolbert        |  2.8   |               Chemistry                |
|         Jarrod Hayes        |  4.6   |         International Politics         |
|     Sundaresan Jayaraman    |  0.0   |              Engineering               |
|         Santanu Dey         |  4.4   |         Industrial Engineering         |
|       Caroline Genzale      |  4.4   |         Mechanical Engineering         |
|        Michael Meyer        |  4.0   |           Civil Engineering            |
|        Amanda Madden        |  3.5   |                English                 |
|          Jan Gooch          |  0.0   |          Chemical Engineering          |
|         Akash Dixit         |  3.9   |         Mechanical Engineering         |
|       Ajit Yoganathan       |  0.0   |         Biomedical Engineering         |
|        James Hoadley        |  2.9   |               Management               |
|         Cinzia Elia         |  2.5   |              Mathematics               |
|        Seok Bae Jang        |  5.0   |                 Korean                 |
|         Britta Spann        |  4.8   |                English                 |
|       Charles Phillips      |  2.4   |            Computer Science            |
|        Michelle Dimeo       |  5.0   |               Literature               |
|        Andrew Miller        |  5.0   |            Computer Science            |
|     Jean LynchStieglitz     |  4.1   |             Earth Science              |
|         David Jenson        |  5.0   |               Chemistry                |
|         Bryan Norton        |  1.5   |             Public Policy              |
|          Hongwei WU         |  1.5   |               Statistics               |
|           Jenna FU          |  5.0   |         Electrical Engineering         |
|      Moinuddin Qureshi      |  5.0   |         Electrical Engineering         |
|   Laura Holden Hollengreen  |  2.4   |              Architecture              |
|         Shanti Agung        |  4.0   |               Management               |
|         YE Xiaojing         |  1.0   |              Mathematics               |
|        Aaron Kashtan        |  3.5   |                English                 |
|     Jennifer OrthVeillon    |  4.8   |                English                 |
|        Barbara Jansma       |  0.0   |            Modern Languages            |
|     Sathyanaraya Hanagud    |  2.2   |         Aerospace Engineering          |
|         Andrew Ruff         |  4.5   |              Architecture              |
|        Johnson Kakeu        |  4.8   |               Economics                |
|         ShuiNee Chow        |  3.7   |              Mathematics               |
|        David Goldberg       |  2.8   |         Industrial Engineering         |
|            LU XU            |  1.5   |              Mathematics               |
|        Andrea Thomaz        |  3.8   |            Computer Science            |
|      Christopher Ethier     |  4.2   |         Biomedical Engineering         |
|     Madhusudan Manjunath    |  1.0   |              Mathematics               |
|          Younan Xia         |  2.7   |               Chemistry                |
|        Ann Gerondelis       |  2.8   |              Architecture              |
|        Saikat Biswas        |  3.8   |              Mathematics               |
|          Liz Dallas         |  5.0   |         International Politics         |
|      Christopher Ritter     |  4.3   |              Linguistics               |
|         Jennifer Lux        |  5.0   |                English                 |
|       Angela Gaboardi       |  2.5   |             Health Science             |
|        Peter Fontaine       |  5.0   |                English                 |
|      Tamara Bogdanovic      |  4.4   |                Physics                 |
|       Justin Desimone       |  5.0   |               Management               |
|      Franklin Gbologah      |  3.0   |           Civil Engineering            |
|         Susan Thomas        |  3.8   |         Biomedical Engineering         |
|         Sungshik Yim        |  2.0   |            Computer Science            |
|       William Singhose      |  3.5   |         Mechanical Engineering         |
|          Bill Todd          |  4.7   |               Management               |
|        Clint Zeagler        |  4.5   |           Industrial Design            |
|          Eric Feron         |  3.2   |           Aerospace Studies            |
|         James Conway        |  0.0   |              Mathematics               |
|         Adaora Okwo         |  1.0   |         Industrial Engineering         |
|      Charles Philips Jr     |  1.0   |            Computer Science            |
|  Charles Edward Phillips Jr |  2.8   |            Computer Science            |
|         Jenna Jordan        |  4.5   |         International Politics         |
|          Lena Ting          |  4.8   |         Biomedical Engineering         |
|       Hagop Tossounian      |  5.0   |              Mathematics               |
|         Aaron Pease         |  1.5   |                English                 |
|        Ionel Popescu        |  2.3   |              Mathematics               |
|         Chuck Zhang         |  1.6   |         Industrial Engineering         |
|        Amanda Golden        |  4.8   |                English                 |
|         Wayne Drews         |  4.3   |                History                 |
|         Jason Nadler        |  0.0   |         Materials Engineering          |
|       AnneMarie Kuhne       |  5.0   |                 French                 |
|        Barbara Lynch        |  3.0   |         International Politics         |
|         Albert Bush         |  3.8   |              Mathematics               |
|         Julia Munro         |  2.8   |                English                 |
|        Antonio Cicone       |  4.3   |              Mathematics               |
|       JohnPaul Clarke       |  3.4   |           Aerospace Studies            |
|       Aaron Greenwood       |  4.2   |           Civil Engineering            |
|        Gilda Barabino       |  0.0   |         Biomedical Engineering         |
|       David Ballantyne      |  3.7   |                Physics                 |
|      Brandon Houghtalen     |  0.0   |                 Music                  |
|       Katherine Tanski      |  1.5   |                English                 |
|          Zhewei Fan         |  3.0   |                Chinese                 |
|         Leroy Emkin         |  0.0   |           Civil Engineering            |
|          John Krige         |  4.0   |                History                 |
|         Jim Lemoine         |  5.0   |               Management               |
|          Kit Ho Mak         |  5.0   |              Mathematics               |
|         Erika Fulton        |  4.5   |               Psychology               |
|      Nancey Green Leigh     |  0.0   |             Urban Planning             |
|        Nick Feamster        |  5.0   |            Computer Science            |
|       Mitchell Walker       |  3.8   |         Aerospace Engineering          |
|        Andrew Newman        |  2.4   |             Earth Science              |
|        Clint Stivers        |  4.8   |                English                 |
|         Andrew Bozio        |  4.8   |                English                 |
|        Ishwari Kunwar       |  4.9   |              Mathematics               |
|        Rohan Ganduri        |  4.8   |               Management               |
|         Robert Funk         |  2.5   |           Aerospace Studies            |
|           Mark Hay          |  4.5   |                Biology                 |
